Course,,Discipline,,,CGPA,Company [on-campus/ off-campus/PPO],,Profile,,CTC Offered,,Type of Offer,
B.Tech,,Electrical Engineering,,,7.48,Reliance Jio (TS2),,,,15,,On-Campus,
B.Tech,,Electrical Engineering,,,8.53,"Samsung Research Institute, Bangalore",,Software Develper,,20,,PPO,
B.Tech,,Electrical Engineering,,,8.58,"Samsung Research Institute, Bangalore",,,,40,,On-Campus,
B.Tech,,Electrical Engineering,,,7.86,Sandvine,,,,18.45,,On-Campus,
B.Tech,,Electrical Engineering,,,7.7,Sling Media,,,,12.72,,On-Campus,
B.Tech,,Electrical Engineering,,,8.06,Sprinklr,,Product Analyst,,18,,On-Campus,
B.Tech,,Electrical Engineering,,,8.18,Sprinklr,,Product Analyst,,18,,On-Campus,
B.Tech,,Electrical Engineering,,,8.63,Sterlite Technologies LTD,,GET,,16,,On-Campus,
B.Tech,,Electrical Engineering,,,8.7,Sterlite Technologies LTD,,GET,,16,,On-Campus,
B.Tech,,Electrical Engineering,,,7.08,SUDLife,,GET - SDE I – Digital Transformation,,,,On-Campus,
B.Tech,,Electrical Engineering,,,7.88,Toppr,,,,21,,On-Campus,
B.Tech,,Electrical Engineering,,,8.52,Toppr,,,,21,,On-Campus,
B.Tech,,Electrical Engineering,,,8.57,Unacademy,,,,20,,On-Campus,
B.Tech,,Electrical Engineering,,,8.57,Walmart,,,,29,,On-Campus,
B.Tech,,Electrical Engineering,,,8.75,Walmart,,,,29,,On-Campus,
B.Tech,,Electrical Engineering,,,7.78,Zomato,,,,20,,On-Campus,
B.Tech,,Electronics & Communication Engineering,,,6.71,Accenture India,,,,15.92,,On-Campus,
B.Tech,,Electronics & Communication Engineering,,,8.18,Amazon India,,,,44.1,,On-Campus,
B.Tech,,Electronics & Communication Engineering,,,8.21,Amazon India,,,,44.1,,On-Campus,
B.Tech,,Electronics & Communication Engineering,,,8.36,Amazon India,,,,44.1,,On-Campus,
B.Tech,,Electronics & Communication Engineering,,,8.4,Amazon India,,,,44.1,,On-Campus,
B.Tech,,Electronics & Communication Engineering,,,8.57,Amazon India,,,,44.1,,On-Campus,
B.Tech,,Electronics & Communication Engineering,,,6.14,Amdocs,,,,10,,On-Campus,
B.Tech,,Electronics & Communication Engineering,,,6.29,Amdocs,,,,10,,On-Campus,
B.Tech,,Electronics & Communication Engineering,,,6.38,Amdocs,,,,10,,On-Campus,
B.Tech,,Electronics & Communication Engineering,,,6.57,Amdocs,,,,10,,On-Campus,
B.Tech,,Electronics & Communication Engineering,,,6.8,Amdocs,,,,10,,On-Campus,
B.Tech,,Electronics & Communication Engineering,,,7.05,Amdocs,,,,10,,On-Campus,
B.Tech,,Electronics & Communication Engineering,,,8.23,Amdocs,,,,10,,On-Campus,
B.Tech,,Electronics & Communication Engineering,,,8.11,Atlassian,,,,26.57,,On-Campus,
B.Tech,,Electronics & Communication Engineering,,,6.7,Axis Bank,,Analyst,,14,,On-Campus,
B.Tech,,Electronics & Communication Engineering,,,7.49,Barclays,,Business Analyst,,18.7,,PPO,
B.Tech,,Electronics & Communication Engineering,,,8.45,Barclays,,Business Analyst,,18.7,,PPO,
B.Tech,,Electronics & Communication Engineering,,,5.9,Beehyv,,Developer- Trainee,,7,,On-Campus,
B.Tech,,Electronics & Communication Engineering,,,7.91,Beehyv,,,,7,,On-Campus,
B.Tech,,Electronics & Communication Engineering,,,6.76,Bharat Electronics Ltd.,,,,11.04,,On-Campus,
B.Tech,,Electronics & Communication Engineering,,,8,Bharat Electronics Ltd.,,,,11.04,,On-Campus,
B.Tech,,Electronics & Communication Engineering,,,7.65,Brigosha Technologies,,,,14,,On-Campus,
B.Tech,,Electronics & Communication Engineering,,,6.24,Capgemini,,Associate Consultant,,10,,On-Campus,
B.Tech,,Electronics & Communication Engineering,,,6.44,Capgemini,,Associate Consultant,,10,,On-Campus,
B.Tech,,Electronics & Communication Engineering,,,6.92,CDAC,,Knowledge Associate,,7.8,,PPO,
B.Tech,,Electronics & Communication Engineering,,,6.54,Cogoport,,,,14,,On-Campus,
B.Tech,,Electronics & Communication Engineering,,,8.43,DG Takano,,,,30,,On-Campus,
B.Tech,,Electronics & Communication Engineering,,,6.64,Fiserv,,,,15,,On-Campus,
B.Tech,,Electronics & Communication Engineering,,,7.07,Flipkart,,,,28.58,,On-Campus,
B.Tech,,Electronics & Communication Engineering,,,7.17,Flipkart,,,,28.58,,On-Campus,
B.Tech,,Electronics & Communication Engineering,,,8.35,Flipkart,,,,28.58,,On-Campus,
B.Tech,,Electronics & Communication Engineering,,,8.4,Flipkart,,Software Develpoment Engineer,,26.58,,PPO,
B.Tech,,Electronics & Communication Engineering,,,6.91,Florance Capital,,,,20,,On-Campus,
B.Tech,,Electronics & Communication Engineering,,,7.76,Florence Capital (2nd Drive),,,,20,,On-Campus,
B.Tech,,Electronics & Communication Engineering,,,7.74,Goldman Sachs,,,,23,,On-Campus,
B.Tech,,Electronics & Communication Engineering,,,8.12,Goldman Sachs,,Software Engineer,,31.5,,PPO,
B.Tech,,Electronics & Communication Engineering,,,8.5,Goldman Sachs,,,,23,,On-Campus,
B.Tech,,Electronics & Communication Engineering,,,8.9,Goldman Sachs,,Software Engineer,,31.5,,PPO,
B.Tech,,Electronics & Communication Engineering,,,7.6,Google India,,,,30.36,,On-Campus,
B.Tech,,Electronics & Communication Engineering,,,8.67,Google India,,,,30.36,,On-Campus,
B.Tech,,Electronics & Communication Engineering,,,7.97,HCL,,Ericssion,,8.5,,On-Campus,
B.Tech,,Electronics & Communication Engineering,,,6.58,ICICI Bank,,,,16,,On-Campus,
B.Tech,,Electronics & Communication Engineering,,,7,ICICI Bank,,,,16,,On-Campus,
B.Tech,,Electronics & Communication Engineering,,,7.07,ICICI Bank,,,,16,,On-Campus,
B.Tech,,Electronics & Communication Engineering,,,7.83,ICICI Bank,,,,16,,On-Campus,
B.Tech,,Electronics & Communication Engineering,,,8.5,ICICI Bank,,,,16,,On-Campus,
B.Tech,,Electronics & Communication Engineering,,,8.29,Inmobi,,,,31.53,,On-Campus,
B.Tech,,Electronics & Communication Engineering,,,8.5,Inmobi,,,,31.53,,On-Campus,
B.Tech,,Electronics & Communication Engineering,,,8.76,Inmobi,,,,31.53,,On-Campus,
B.Tech,,Electronics & Communication Engineering,,,7.25,Innovaccer,,APM,,12,,On-Campus,
B.Tech,,Electronics & Communication Engineering,,,8.63,Instalimb,,Eletcrical & mechatronic,,17,,PPO,
B.Tech,,Electronics & Communication Engineering,,,7.71,Jaguar Landrover,,,,21.28,,On-Campus,
B.Tech,,Electronics & Communication Engineering,,,6.14,L&T Infotech,,,,9,,On-Campus,
B.Tech,,Electronics & Communication Engineering,,,7.18,L&T Infotech,,,,9,,On-Campus,
B.Tech,,Electronics & Communication Engineering,,,8.31,Mathwork,,,,21.8,,On-Campus,
B.Tech,,Electronics & Communication Engineering,,,7.17,Meesho,,,,37,,On-Campus,
B.Tech,,Electronics & Communication Engineering,,,7.57,Meesho,,,,37,,On-Campus,
B.Tech,,Electronics & Communication Engineering,,,7.68,Meesho,,,,37,,On-Campus,
B.Tech,,Electronics & Communication Engineering,,,8.31,Meesho,,,,37,,On-Campus,
B.Tech,,Electronics & Communication Engineering,,,8.36,Meesho,,,,37,,On-Campus,
B.Tech,,Electronics & Communication Engineering,,,7.67,Merilytics,,Senior Technical Associate,,9.5,,On-Campus,
B.Tech,,Electronics & Communication Engineering,,,7.51,Microsoft India,,,,46.08,,On-Campus,
B.Tech,,Electronics & Communication Engineering,,,8.16,Microsoft India,,,,46.08,,On-Campus,
B.Tech,,Electronics & Communication Engineering,,,8.6,Microsoft India,,,,46.08,,On-Campus,
B.Tech,,Electronics & Communication Engineering,,,7.95,Money Forward,,,,45.08,,On-Campus,
B.Tech,,Electronics & Communication Engineering,,,8.51,Money Forward,,,,45.08,,On-Campus,
B.Tech,,Electronics & Communication Engineering,,,7.97,Myntra,,,,30,,On-Campus,
B.Tech,,Electronics & Communication Engineering,,,8.27,Newzera,,,,33.87,,On-Campus,
B.Tech,,Electronics & Communication Engineering,,,8.66,Newzera,,,,33.87,,On-Campus,
B.Tech,,Electronics & Communication Engineering,,,6.92,Reliance Jio,,,,18.5,,On-Campus,
B.Tech,,Electronics & Communication Engineering,,,8.6,Reliance Jio,,,,18.5,,On-Campus,
B.Tech,,Electronics & Communication Engineering,,,6.75,Reliance Jio (TS1),,,,18.5,,On-Campus,
B.Tech,,Electronics & Communication Engineering,,,6.89,Reliance Jio (TS1),,,,18.5,,On-Campus,
B.Tech,,Electronics & Communication Engineering,,,7.34,Reliance Jio (TS1),,,,18.5,,On-Campus,
B.Tech,,Electronics & Communication Engineering,,,7.35,Reliance Jio (TS1),,,,18.5,,On-Campus,
B.Tech,,Electronics & Communication Engineering,,,7.48,Reliance Jio (TS1),,,,18.5,,On-Campus,
B.Tech,,Electronics & Communication Engineering,,,7.73,Reliance Jio (TS1),,,,18.5,,On-Campus,
B.Tech,,Electronics & Communication Engineering,,,8.37,Reliance Jio (TS1),,,,18.5,,On-Campus,
B.Tech,,Electronics & Communication Engineering,,,8.69,Reliance Jio (TS1),,,,18.5,,On-Campus,
B.Tech,,Electronics & Communication Engineering,,,8.93,Reliance Jio (TS1),,,,18.5,,On-Campus,
B.Tech,,Electronics & Communication Engineering,,,8.97,Reliance Jio (TS1),,,,18.5,,On-Campus,
B.Tech,,Electronics & Communication Engineering,,,7.46,"Samsung Research Institute, Bangalore",,,,20,,On-Campus,
B.Tech,,Electronics & Communication Engineering,,,8.11,"Samsung Research Institute, Bangalore",,,,20,,On-Campus,
B.Tech,,Electronics & Communication Engineering,,,8.38,"Samsung Research Institute, Bangalore",,,,20,,On-Campus,
B.Tech,,Electronics & Communication Engineering,,,8.4,"Samsung Research Institute, Bangalore",,Software Develper,,20,,PPO,
B.Tech,,Electronics & Communication Engineering,,,8.5,"Samsung Research Institute, Bangalore",,Software Developer,,20,,PPO,
B.Tech,,Electronics & Communication Engineering,,,8.86,"Samsung Research Institute, Bangalore",,Software Developer,,20,,PPO,
B.Tech,,Electronics & Communication Engineering,,,8.86,"Samsung Research Institute, Bangalore",,Software Developer,,20,,PPO,
B.Tech,,Electronics & Communication Engineering,,,9.25,"Samsung Research Institute, Bangalore",,,,40,,On-Campus,
B.Tech,,Electronics & Communication Engineering,,,9.01,Standard Chartered,,,,18.2,,PPO,
B.Tech,,Electronics & Communication Engineering,,,6.43,Sterlite Technologies LTD,,GET,,16,,On-Campus,
B.Tech,,Electronics & Communication Engineering,,,8.14,Sterlite Technologies LTD,,GET,,16,,On-Campus,
B.Tech,,Electronics & Communication Engineering,,,7.84,Swiggy,,,,32,,On-Campus,
B.Tech,,Electronics & Communication Engineering,,,6.28,Testbook,,Associate Business Manager,,12,,On-Campus,
B.Tech,,Electronics & Communication Engineering,,,8.72,Toppr,,,,21,,On-Campus,
B.Tech,,Electronics & Communication Engineering,,,9.14,Toyokoh,,IT Engineer,,19.78,,PPO,
B.Tech,,Electronics & Communication Engineering,,,8.1,Walmart,,Software Engineer,,22.62,,PPO,
B.Tech,,Electronics & Communication Engineering,,,8.4,Walmart,,Software Engineer,,22.62,,PPO,
B.Tech,,Electronics & Instrumentation Engineering,,,7.05,Accenture India,,,,15.92,,On-Campus,
B.Tech,,Electronics & Instrumentation Engineering,,,8.17,Amazon India,,,,29.91,,PPO,
B.Tech,,Electronics & Instrumentation Engineering,,,,Amazon India,,,,29.91,,PPO,
B.Tech,,Electronics & Instrumentation Engineering,,,7.72,Amdocs,,,,10,,On-Campus,
B.Tech,,Electronics & Instrumentation Engineering,,,6.57,Axis Bank,,Analyst,,14,,On-Campus,
B.Tech,,Electronics & Instrumentation Engineering,,,6.87,Cashfree,,,,19,,On-Campus,
B.Tech,,Electronics & Instrumentation Engineering,,,8.51,Cashfree,,,,19,,On-Campus,
B.Tech,,Electronics & Instrumentation Engineering,,,7.11,Cogoport,,,,14,,On-Campus,
B.Tech,,Electronics & Instrumentation Engineering,,,7.63,Cogoport,,,,14,,On-Campus,
B.Tech,,Electronics & Instrumentation Engineering,,,7.7,Cogoport,,,,14,,On-Campus,
B.Tech,,Electronics & Instrumentation Engineering,,,8.58,Deutsch Bank,,,,19.63,,On-Campus,
B.Tech,,Electronics & Instrumentation Engineering,,,7.7,Fiserv,,,,15,,On-Campus,
B.Tech,,Electronics & Instrumentation Engineering,,,7.61,Flipkart,,,,28.58,,On-Campus,
B.Tech,,Electronics & Instrumentation Engineering,,,7.73,Flipkart,,,,28.58,,On-Campus,
B.Tech,,Electronics & Instrumentation Engineering,,,8.39,Google India,,,,30.36,,On-Campus,
B.Tech,,Electronics & Instrumentation Engineering,,,6.78,HCL,,ERS SEMI,,8.5,,On-Campus,
B.Tech,,Electronics & Instrumentation Engineering,,,8.47,Innovaccer,,APM,,12,,On-Campus,
B.Tech,,Electronics & Instrumentation Engineering,,,7.02,L&T Infotech,,,,9,,On-Campus,
B.Tech,,Electronics & Instrumentation Engineering,,,6.11,Lumenci,,,,10,,On-Campus,
B.Tech,,Electronics & Instrumentation Engineering,,,7.13,Meesho,,,,37,,On-Campus,
B.Tech,,Electronics & Instrumentation Engineering,,,6.7,Merilytics,,Senior Technical Associate,,9.5,,On-Campus,
B.Tech,,Electronics & Instrumentation Engineering,,,7.22,Nineleaps,,Data Engineers,,12,,On-Campus,
B.Tech,,Electronics & Instrumentation Engineering,,,8.1,Oracle,,,,31.95,,On-Campus,
B.Tech,,Electronics & Instrumentation Engineering,,,8.23,Paytm,,SRIB,,21,,On-Campus,
B.Tech,,Electronics & Instrumentation Engineering,,,8.78,Standard Chartered,,,,18.2,,PPO,
B.Tech,,Electronics & Instrumentation Engineering,,,9.1,Texas Instrument,,,,28.41,,On-Campus,
B.Tech,,Electronics & Instrumentation Engineering,,,7.67,Toppr,,,,21,,On-Campus,
B.Tech,,Electronics & Instrumentation Engineering,,,8.03,Zomato,,,,20,,On-Campus,
B.Tech,,Engineering Physics,,,8.32,Amazon India,,,,29.91,,PPO,
B.Tech,,Engineering Physics,,,6.8,Future First,,,,12.4,,On-Campus,
B.Tech,,Engineering Physics,,,9.1,Google India,,,,22.76,,PPO,
B.Tech,,Engineering Physics,,,7.54,ICICI Bank,,,,16,,On-Campus,
B.Tech,,Engineering Physics,,,6.78,Nineleaps,,Data Engineers,,12,,On-Campus,
B.Tech,,Engineering Physics,,,7.15,Reliance Jio (TS2),,,,15,,On-Campus,
B.Tech,,Engineering Physics,,,7.06,Schneider Electric,,,,15,,On-Campus,
B.Tech,,Engineering Physics,,,7.61,Sprinklr,,Product Analyst,,18,,On-Campus,
B.Tech,,Engineering Physics,,,8.6,ZS Associates,,DSA,,18.25,,On-Campus,
B.Tech,,Environmental Engineering,,,8.39,Axis Bank,,Risk,,14,,On-Campus,
B.Tech,,Environmental Engineering,,,6.81,Byju's,,Faculty,,0,,On-Campus,
B.Tech,,Environmental Engineering,,,7.41,Cairn Oil &Gas,,,,20.2,,On-Campus,
B.Tech,,Environmental Engineering,,,7.9,Cairn Oil &Gas,,,,20.2,,On-Campus,
B.Tech,,Environmental Engineering,,,9.49,Cairn Oil &Gas,,Graduate Engineer Trainee,,14.95,,PPO,
B.Tech,,Environmental Engineering,,,6.35,Capgemini,,Associate Consultant,,10,,On-Campus,
B.Tech,,Environmental Engineering,,,7.47,Capgemini,,Associate Consultant,,10,,On-Campus,
B.Tech,,Environmental Engineering,,,8.33,Cogoport,,,,14,,On-Campus,
B.Tech,,Environmental Engineering,,,7.16,Future First,,,,12.4,,On-Campus,
B.Tech,,Environmental Engineering,,,7.62,Innovaccer,,,,14,,On-Campus,
B.Tech,,Environmental Engineering,,,7.65,Innovaccer,,,,14,,On-Campus,
B.Tech,,Environmental Engineering,,,7.11,Microsoft India,,,,45.03,,PPO,
B.Tech,,Environmental Engineering,,,9.11,Microsoft India,,,,45.03,,PPO,
B.Tech,,Environmental Engineering,,,7.42,PhonePe,,,,30.5,,On-Campus,
B.Tech,,Environmental Engineering,,,6.46,Quantiphi,,,,8.5,,On-Campus,
B.Tech,,Environmental Engineering,,,7.82,Razorpay,,,,31,,On-Campus,
B.Tech,,Environmental Engineering,,,6.94,SUDLife,,GET - SDE I – Digital Transformation,,,,On-Campus,
B.Tech,,Environmental Engineering,,,7.47,Tata Steel,,Management Trainee Technical,,10.52,,PPO,
B.Tech,,Environmental Engineering,,,8.05,Tata Steel_Enviro,,,,10.52,,On-Campus,
B.Tech,,Environmental Engineering,,,8.65,Tata Steel_Enviro,,,,10.52,,On-Campus,
B.Tech,,Environmental Engineering,,,7.1,Tiger analytics,,,,10,,On-Campus,
B.Tech,,Environmental Engineering,,,8.68,Walmart,,,,29,,On-Campus,
Integrated M.Tech,,Mathematics & Computing,,,7.79,Accenture Japan,,,,49.13,,On-Campus,
Integrated M.Tech,,Mathematics & Computing,,,8.08,Accenture Japan,,,,49.13,,On-Campus,
Integrated M.Tech,,Mathematics & Computing,,,9.24,Amazon Doublin,,,,100,,Off campus,
Integrated M.Tech,,Mathematics & Computing,,,8.18,Amazon India,,,,44.1,,On-Campus,
Integrated M.Tech,,Mathematics & Computing,,,8.45,Amazon India,,,,29.91,,PPO,
Integrated M.Tech,,Mathematics & Computing,,,8.95,Amazon India,,,,29.91,,PPO,
Integrated M.Tech,,Mathematics & Computing,,,9,Amazon India,,,,29.91,,PPO,
Integrated M.Tech,,Mathematics & Computing,,,6.56,Amdocs,,,,10,,On-Campus,
Integrated M.Tech,,Mathematics & Computing,,,8.41,Arista Networks,,,,7,,PPO,
Integrated M.Tech,,Mathematics & Computing,,,8.64,Arista Networks,,,,23.55,,On-Campus,
Integrated M.Tech,,Mathematics & Computing,,,7.56,Axis Bank,,Internal Audit,,14,,On-Campus,
Integrated M.Tech,,Mathematics & Computing,,,6.33,Axxela Advisory,,,,11.5,,On-Campus,
Integrated M.Tech,,Mathematics & Computing,,,7.38,Cashfree,,,,19,,On-Campus,
Integrated M.Tech,,Mathematics & Computing,,,7.67,Cogoport,,,,14,,On-Campus,
Integrated M.Tech,,Mathematics & Computing,,,6.38,Dell,,,,14,,On-Campus,
Integrated M.Tech,,Mathematics & Computing,,,8.48,Flipkart,,Software Develpoment Engineer,,26.58,,Online Event,
Integrated M.Tech,,Mathematics & Computing,,,8.81,Flipkart,,Software Develpoment Engineer,,28.58,,Online Event,
Integrated M.Tech,,Mathematics & Computing,,,8,Goldman Sachs,,,,23,,On-Campus,
Integrated M.Tech,,Mathematics & Computing,,,8.06,Goldman Sachs,,Software Engineer,,31.5,,PPO,
Integrated M.Tech,,Mathematics & Computing,,,8.45,Google India,,Software Engineer,,30.36,,PPO,
Integrated M.Tech,,Mathematics & Computing,,,8.95,Google India,,Software Engineer,,30.36,,PPO,
Integrated M.Tech,,Mathematics & Computing,,,6.8,IBM,,,,17.25,,PPO,
Integrated M.Tech,,Mathematics & Computing,,,7.37,IBM,,,,15,,On-Campus,
Integrated M.Tech,,Mathematics & Computing,,,8.98,Inmobi,,,,31.53,,On-Campus,
Integrated M.Tech,,Mathematics & Computing,,,8.08,Microsoft India,,,,46.08,,On-Campus,
Integrated M.Tech,,Mathematics & Computing,,,8.33,Microsoft India,,,,46.08,,On-Campus,
Integrated M.Tech,,Mathematics & Computing,,,8.45,Microsoft India,,,,45.03,,PPO,
Integrated M.Tech,,Mathematics & Computing,,,7.61,Money Forward,,,,45.08,,On-Campus,
Integrated M.Tech,,Mathematics & Computing,,,5.64,Nineleaps,,SDE,,12,,On-Campus,
Integrated M.Tech,,Mathematics & Computing,,,8.68,Oracle,,,,31.95,,On-Campus,
Integrated M.Tech,,Mathematics & Computing,,,6.23,Reliance Jio (TS1),,,,18.5,,On-Campus,
Integrated M.Tech,,Mathematics & Computing,,,7.05,Reliance Jio (TS1),,,,18.5,,On-Campus,
Integrated M.Tech,,Mathematics & Computing,,,7.38,Reliance Jio (TS1),,,,18.5,,On-Campus,
Integrated M.Tech,,Mathematics & Computing,,,7.62,Reliance Jio (TS1),,,,18.5,,On-Campus,
Integrated M.Tech,,Mathematics & Computing,,,8.47,Reliance Jio (TS1),,,,18.5,,On-Campus,
Integrated M.Tech,,Mathematics & Computing,,,8.48,Reliance Jio (TS1),,,,18.5,,On-Campus,
Integrated M.Tech,,Mathematics & Computing,,,8.59,Reliance Jio (TS1),,,,18.5,,On-Campus,
Integrated M.Tech,,Mathematics & Computing,,,8.67,Reliance Jio (TS1),,,,18.5,,On-Campus,
Integrated M.Tech,,Mathematics & Computing,,,8.53,"Samsung Research Institute, Bangalore",,Software Developer,,20,,PPO,
Integrated M.Tech,,Mathematics & Computing,,,8.71,"Samsung Research Institute, Bangalore",,,,40,,On-Campus,
Integrated M.Tech,,Mathematics & Computing,,,8.75,Sliceit,,,,23,,On-Campus,
Integrated M.Tech,,Mathematics & Computing,,,7.37,Sling Media,,,,12.72,,On-Campus,
Integrated M.Tech,,Mathematics & Computing,,,8.25,Standard Chartered,,,,18.2,,PPO,
Integrated M.Tech,,Mathematics & Computing,,,8.45,Udaan,,,,40,,On-Campus,
Integrated M.Tech,,Mathematics & Computing,,,8.17,Walmart,,Software Engineer,,24.17,,PPO,
Integrated M.Tech,,Mathematics & Computing,,,8.31,Walmart,,Software Engineer,,24.17,,PPO,
Integrated M.Tech,,Mathematics & Computing,,,6.8,Wipro Limited,,Project Engineer,,6.5,,On-Campus,
B.Tech,,Mechanical Engineering,,,6.46,Aarti Industries,,,,7,,On-Campus,
B.Tech,,Mechanical Engineering,,,8.68,Aarti Industries,,,,7,,On-Campus,
B.Tech,,Mechanical Engineering,,,8.09,Accenture India,,,,15.92,,On-Campus,
B.Tech,,Mechanical Engineering,,,7.26,Accenture Japan,,,,49.13,,On-Campus,
B.Tech,,Mechanical Engineering,,,8.96,Addverb,,,,14.33,,On-Campus,
B.Tech,,Mechanical Engineering,,,6.6,Aditya Birla,,,,6,,On-Campus,
B.Tech,,Mechanical Engineering,,,7,Aditya Birla,,,,6,,On-Campus,
B.Tech,,Mechanical Engineering,,,7.96,Aditya Birla,,,,6,,On-Campus,
B.Tech,,Mechanical Engineering,,,7.41,American Express,,,,19.19,,On-Campus,
B.Tech,,Mechanical Engineering,,,7.57,Axis Bank,,Analyst,,14,,On-Campus,
B.Tech,,Mechanical Engineering,,,7.48,Axxela Advisory,,,,11.5,,On-Campus,
B.Tech,,Mechanical Engineering,,,7.89,Bajaj Auto,,,,14.09,,On-Campus,
B.Tech,,Mechanical Engineering,,,8.18,Bajaj Auto,,,,14.09,,On-Campus,
B.Tech,,Mechanical Engineering,,,7.86,Beehyv,,,,7,,On-Campus,
B.Tech,,Mechanical Engineering,,,6.51,Bharat Electronics Ltd.,,,,11.04,,On-Campus,
B.Tech,,Mechanical Engineering,,,8.25,Bharat Electronics Ltd.,,,,11.04,,On-Campus,
B.Tech,,Mechanical Engineering,,,8.65,Bharat Electronics Ltd.,,,,11.04,,On-Campus,
B.Tech,,Mechanical Engineering,,,8.71,Bharat Electronics Ltd.,,,,11.04,,On-Campus,
B.Tech,,Mechanical Engineering,,,9.09,Bharat Electronics Ltd.,,,,11.04,,On-Campus,
B.Tech,,Mechanical Engineering,,,9.31,Bharat Electronics Ltd.,,,,11.04,,On-Campus,
B.Tech,,Mechanical Engineering,,,6.73,Capgemini,,Associate Consultant,,10,,On-Campus,
B.Tech,,Mechanical Engineering,,,7.85,Capgemini,,Associate Consultant,,10,,On-Campus,
